id,Applicants MCC Licence No,Applicant Name,MCC Medicine Reg No ,Nappi Code,ATC 4 ,Medicine Schedule,Proprietary Name,Active Ingredients,Strength,Unit,Dosage Form,Pack Size,Quantity,Manufacturer Price,Logistics Fee,VAT,SEP,Unit Price,Effective Date,Status,Originator or Generic,Volume of Sales,,,
13183,683,Sanofi Aventis South Africa (Pty) Ltd,K/26/34,731307003,L01AA,S4,Holoxan 2 g Injection,Ifosfamide,2000,mg/50ml,INJ,50,1,1037.24,70.11,155.03,1262.37,25.25,20 March 2014,,Generic,,,,
13184,683,Sanofi Aventis South Africa (Pty) Ltd,Y/2.2/104,732494001,N05CF,S5,Imovane,Zopiclone,7.5,mg,TAB,30,1,219.53,10.43,32.2,262.16,8.74,20 March 2014,,Originator,,,,
13185,683,Sanofi Aventis South Africa (Pty) Ltd,C/20.2.3/194,732958017,J04A1,S3,Norstan Isoniazid 300 mg ,Isoniazid,300,mg,TAB,28,1,20.11,0.96,2.95,24.02,0.86,20 March 2014,,Generic,,,,
13186,683,Sanofi Aventis South Africa (Pty) Ltd,A17 (Act 101 1965),732966020,J04AC,S3,Norstan Isoniazid 100 mg ,Isoniazid,100,mg,TAB,84,1,13.59,0.65,1.99,16.23,0.19,20 March 2014,,Generic,,,,
13187,683,Sanofi Aventis South Africa (Pty) Ltd,B511 (Act 101 1965),735868018,N05AA,S5,Largactil 25 ,Chlorpromazine,25,mg,TAB,50,1,68.11,3.23,9.99,81.33,1.63,20 March 2014,Discontinued,,,,,
13188,683,Sanofi Aventis South Africa (Pty) Ltd,B511 (Act 101 1965),735868019,N05AA,S5,Largactil 25 ,Chlorpromazine,25,mg,TAB,56,1,85.4,4.05,12.52,101.97,1.82,20 March 2014,,,,,,
13189,683,Sanofi Aventis South Africa (Pty) Ltd,B512 (Act 101 1965),735876002,N05AA,S5,Largactil 50 ,Chlorpromazine,50,mg,TAB,50,1,117.09,5.55,17.17,139.81,2.8,20 March 2014,Discontinued,Originator ,,,,
13190,683,Sanofi Aventis South Africa (Pty) Ltd,B512 (Act 101 1965),735876003,N05AA,S5,Largactil 50 ,Chlorpromazine,50,mg,TAB,56,1,138.77,6.58,20.35,165.7,2.96,20 March 2014,,,,,,
13191,683,Sanofi Aventis South Africa (Pty) Ltd,B513 (Act 101 1965),735884005,N05AA,S5,Largactil 100 ,Chlorpromazine,100,mg,TAB,50,1,187.98,8.92,27.57,224.47,4.49,20 March 2014,Discontinued,,,,,
13192,683,Sanofi Aventis South Africa (Pty) Ltd,B513 (Act 101 1965),735884006,N05AA,S5,Largactil 100 ,Chlorpromazine,100,mg,TAB,56,1,235.71,11.19,34.57,281.47,5.03,20 March 2014,,,,,,
13193,683,Sanofi Aventis South Africa (Pty) Ltd,E/18.1/201,735930007,C03CA,S3,Lasix 20 mg ,Furosemide,20,mg,TAB,30,1,88.61,4.21,13,105.82,3.53,20 March 2014,,Originator,,,,
13194,683,Sanofi Aventis South Africa (Pty) Ltd,E/18.1/202,735949018,C03CA,S3,Lasix 40 mg ,Furosemide,40,mg,TAB,30,1,114.02,5.41,16.72,136.15,4.54,20 March 2014,,Originator,,,,
13195,683,Sanofi Aventis South Africa (Pty) Ltd,E/18.1/202,735949026,C03CA,S3,Lasix 40 mg ,Furosemide,40,mg,TAB,250,1,950.13,45.09,139.33,1134.55,4.54,20 March 2014,,Originator,,,,
13196,683,Sanofi Aventis South Africa (Pty) Ltd,D/18.1/266,735957002,C03CA,S3,Lasix 500 mg,Furosemide,500,mg,TAB,30,1,902.38,42.83,132.33,1077.54,35.92,20 March 2014,Discontinued,,,,,
13197,683,Sanofi Aventis South Africa (Pty) Ltd,D/18.1/266,735957010,C03CA,S3,Lasix 500 mg ,Furosemide,500,mg,TAB,100,1,3367.65,159.82,493.85,4021.31,40.21,20 March 2014,,Originator,,,,
13198,683,Sanofi Aventis South Africa (Pty) Ltd,J/18.1/5,735973008,C3A2 ,S3,Lasix 60 mg (Retard),Furosemide,60,mg,CAP,30,1,197.48,9.38,28.96,235.82,7.86,20 March 2014,,Originator,,,,
13199,683,Sanofi Aventis South Africa (Pty) Ltd,H177 (Act 101 1965),735981019,C03CA,S3,Lasix 20 mg/ 2 ml ,Furosemide,20,mg/2ml,INJ,2,5,58.25,2.76,8.54,69.56,6.96,20 March 2014,,Originator,,,,
13200,683,Sanofi Aventis South Africa (Pty) Ltd,H1920 (Act 101 1965),736007008,C03CA,S3,Lasix 250 mg,Furosemide,10,mg/ml,INJ,2,5,721.78,34.26,105.85,861.89,86.19,20 March 2014,Discontinued,,,,,
13201,683,Sanofi Aventis South Africa (Pty) Ltd,E/1.2/9,744417007,N06AX,S5,Molipaxin 50 mg Capsule,Trazodone,50,mg,CAP,100,1,480.04,22.78,70.4,573.22,5.73,20 March 2014,,Generic,,,,
13202,683,Sanofi Aventis South Africa (Pty) Ltd,E/1.2/10,744425018,N06AX,S5,Molipaxin 100 mg  Capsule,Trazodone,100,mg,CAP,100,1,919.29,43.63,134.81,1097.73,10.98,20 March 2014,,Generic,,,,
13203,683,Sanofi Aventis South Africa (Pty) Ltd,B/17.1/64,753157004,M03AC,S4,Pavulon 2ml 25,Pancuronium,4,mg,INJ,25,,660.78,20.44,95.37,776.59,31.06,20 March 2014,,,,,,
13204,683,Sanofi Aventis South Africa (Pty) Ltd,C855 (Act 101 1965),754749002,R06AD,S2,Phenergan,Promethazine,10,mg,TAB,100,1,45.88,2.17,6.73,54.78,0.55,20 March 2014,,,,,,
13205,683,Sanofi Aventis South Africa (Pty) Ltd,C858 (Act 101 1965),754757005,R06AD,S2,Phenergan,Promethazine,25,mg,TAB,100,1,94.37,4.48,13.84,112.68,1.13,20 March 2014,,,,,,
13206,683,Sanofi Aventis South Africa (Pty) Ltd,C857 (Act 101 1965),754765008,R06AD,S5,Phenergan 1 ml ,Promethazine,25,mg/ml,INJ,1,10,91.24,4.33,13.38,108.95,10.89,20 March 2014,,,,,,
13207,683,Sanofi Aventis South Africa (Pty) Ltd,E530 (Act 101 1965),757187005,C05AA,S4,Proctosedyl Ointment,Cinchocaine,5,mg/g,OIN,30,1,250.23,11.88,36.7,298.81,9.96,20 March 2014,,Originator,,,,
13208,,,,,,,,Cinchocaine,5,mg/g,,,,,,,,,,,,,,,
13209,,,,,,,,Framycetin,10,mg/g,,,,,,,,,,,,,,,
13210,,,,,,,,Hydrocortisone,5,mg/g,,,,,,,,,,,,,,,
13211,683,Sanofi Aventis South Africa (Pty) Ltd,E529 (Act 101 1965),757195008,C05AA,S4,Proctosedyl Suppositories,Cinchocaine,5,mg/g,SUP,1,12,137.13,6.51,20.11,163.75,13.65,20 March 2014,,Originator,,,,
13212,,,,,,,,Cinchocaine,5,mg/g,,,,,,,,,,,,,,,
13213,,,,,,,,Framycetin,10,mg/g,,,,,,,,,,,,,,,
13214,,,,,,,,Hydrocortisone,5,mg/g,,,,,,,,,,,,,,,
13215,683,Sanofi Aventis South Africa (Pty) Ltd,A95 (Act 101 1965),758612029,J04AK,S3,Pyrazide,Pyrazinamide,500,mg,TAB,84,1,30.57,1.44,4.48,36.49,0.43,20 March 2014,,Generic,,,,
13216,683,Sanofi Aventis South Africa (Pty) Ltd,G/20.2.3/35,760641016,J04AM,S4,Rifinah-300,Rifampicin,300,mg,TAB,56,1,73.09,3.47,10.72,87.28,1.56,20 March 2014,,,,,,
13217,683,Sanofi Aventis South Africa (Pty) Ltd,V/20.1.1/205,761672001,J01FA,S4,Rulide ,Roxithromycin,150,mg,TAB,10,1,152.28,7.24,22.33,181.85,18.19,20 March 2014,Discontinued,Originator,,,,
13218,683,Sanofi Aventis South Africa (Pty) Ltd,E/6.2/163,761826009,C01BA,S4,Rythmodan 100 mg Capsules,Disopyramide,100,mg,CAP,100,1,496.85,23.59,72.86,593.29,5.93,20 March 2014,,Generic,,,,
13219,683,Sanofi Aventis South Africa (Pty) Ltd,G/5.2/166,763020001,C07AB,S3,Sectral 100,Acebutolol,100,mg,CAP,60,1,154.68,7.34,22.68,184.7,3.08,20 March 2014,,Originator,,,,
13220,683,Sanofi Aventis South Africa (Pty) Ltd,G/5.2/167,763039004,C07AB,S3,Sectral 200,Acebutolol,200,mg,CAP,60,1,307.75,14.61,45.13,367.49,6.12,20 March 2014,,Originator,,,,
13221,683,Sanofi Aventis South Africa (Pty) Ltd,L/5.2/147,763047007,C07AB,S3,Sectral 400,Acebutolol,400,mg,TAB,30,1,234.5,11.13,34.39,280.02,9.33,20 March 2014,Discontinued,Originator ,,,,
13222,683,Sanofi Aventis South Africa (Pty) Ltd,H1482 (Act 101 1965),764868004,S01CA,S4,Sofradex Ear/Eye Drops,Dexamethasone,0.5,mg/ml,EED,8,1,112.59,5.34,16.51,134.45,16.81,20 March 2014,,Generic,,,,
13223,,,,,,,,Framycetin,5,mg/ml,,,,,,,,,,,,,,,
13224,683,Sanofi Aventis South Africa (Pty) Ltd,B524 (Act 101 1965),766461009,N05AB,S5,Stemetil 1.25% M/V Inj 1 ml,Prochlorperazine,12.5,mg/ml,INJ,1,10,108.29,5.15,15.88,129.32,12.93,20 March 2014,,Originator,,,,
13225,683,Sanofi Aventis South Africa (Pty) Ltd,B522 (Act 101 1965),766518019,N05AB,S5,Stemetil  5 mg Suppositories,Prochlorperazine,5,mg,SUP,5,1,50.22,2.37,7.36,59.96,11.99,20 March 2014,,Originator,,,,
13226,683,Sanofi Aventis South Africa (Pty) Ltd,B523 (Act 101 1965),766526003,N05AB,S5,Stemetil  25 mg Suppositories,Prochlorperazine,25,mg,SUP,5,1,63.75,3.03,9.35,76.12,15.22,20 March 2014,,Originator,,,,
13227,683,Sanofi Aventis South Africa (Pty) Ltd,B518 (Act 101 1965),766542009,N05AB,S5,Stemetil,Prochlorperazine,5,mg,TAB,25,1,59.19,2.81,8.68,70.68,2.83,20 March 2014,,Originator,,,,
13228,683,Sanofi Aventis South Africa (Pty) Ltd,B518 (Act 101 1965),766542017,N05AB,S5,Stemetil 5 mg Tablets,Prochlorperazine,5,mg,TAB,250,1,517.44,24.56,75.88,617.88,2.47,20 March 2014,Discontinued,,,,,
13229,683,Sanofi Aventis South Africa (Pty) Ltd,C/1.2/200,768057019,N06AA,S5,Surmontil ,Trimipramine,50,mg,CAP,30,1,196.75,9.34,28.85,234.94,7.83,20 March 2014,Discontinued,,,,,
13230,683,Sanofi Aventis South Africa (Pty) Ltd,H570 (Act 101 1965),769207006,C05BA,S1,Tavan-SP 54 Injection,Pentosan Polysulfate Sodium,100,mg/ml,INJ,1,1,167.44,7.95,24.55,199.94,199.94,20 March 2014,Discontinued,,,,,
13231,683,Sanofi Aventis South Africa (Pty) Ltd,A180 (Act 101 1965),769797009,J04AK,S3,Terivalidin  ,Terizidone,250,mg,CAP,100,1,1526.06,28.44,217.63,1772.14,17.72,20 March 2014,,,,,,
13232,683,Sanofi Aventis South Africa (Pty) Ltd,G1635 (Act 101 1965),770671004,C05BA,S1,Thrombophob  Gel,Heparin,20000,IU/100g,JEL,25,1,45.86,2.17,6.72,54.76,2.19,20 March 2014,,Originator,,,,
13233,683,Sanofi Aventis South Africa (Pty) Ltd,F/2.6/167,771694008,N05BA,S5,Tranxene 15 mg,Potassium Clorazepate,15,mg,TAB,30,1,162.37,5.02,23.43,190.82,6.36,20 March 2014,,Generic,,,,
13234,683,Sanofi Aventis South Africa (Pty) Ltd,M/8/512,771961006,C04AD,S2,Trental 400 SR,Pentoxifylline,400,mg,TAB,30,1,231.34,10.98,33.92,276.24,9.21,20 March 2014,Discontinued,,,,,
13235,683,Sanofi Aventis South Africa (Pty) Ltd,M/2.6/128,773999019,N05BA,S5,Urbanol 10 mg Tablets,Clobazam,10,mg,TAB,100,1,243.08,7.51,35.08,285.68,2.86,20 March 2014,,Originator,,,,
13236,683,Sanofi Aventis South Africa (Pty) Ltd,L/2.6/52,774006005,N05BA,S5,Urbanol 5 mg Capsules,Clobazam,5,mg,CAP,100,1,162.48,5.02,23.45,190.94,1.91,20 March 2014,,Originator,,,,
13237,683,Sanofi Aventis South Africa (Pty) Ltd,N/34/203,774243007,A05AA,S3,Ursotan ,Ursodeoxycholic Acid,100,mg,TAB,180,1,876.37,41.61,128.52,1046.49,5.81,20 March 2014,,Originator,,,,
13238,683,Sanofi Aventis South Africa (Pty) Ltd,C843 (Act 101 1965),774553006,R06AD,S5,Vallergan Forte,Alimemazine,30,mg/5ml,SYR,100,1,133.33,6.33,19.55,159.21,1.59,20 March 2014,,Originator,,,,
13239,683,Sanofi Aventis South Africa (Pty) Ltd,J/20.2/151,779539001,J01XD,S4,Flagyl Injection,Metronidazole,500,mg/100 ml,INJ,100,1,7.53,0.36,1.1,8.99,0.09,26 August 2014,,Originator,,,,
13240,683,Sanofi Aventis South Africa (Pty) Ltd,J/2.5/148,780545001,N03AG,S3,Epilim Liquid Sugar Free ,Valproic Acid,200,mg/5ml,LIQ,300,1,209.12,6.46,30.18,245.76,0.82,20 March 2014,,Originator,,,,
13241,683,Sanofi Aventis South Africa (Pty) Ltd,V/18.1/9,780839005,C03CA,S3,Lasix  80 mg ,Furosemide,80,mg,TAB,30,1,341.9,16.23,50.14,408.28,13.61,20 March 2014,,Originator,,,,
13242,683,Sanofi Aventis South Africa (Pty) Ltd,W/7.1.3/235,782602002,C09AA,S3,Tritace 10 mg,Ramipril,10,mg,CAP,30,1,268.76,12.76,39.41,320.94,10.7,20 March 2014,,Originator,,,,
13243,683,Sanofi Aventis South Africa (Pty) Ltd,V/20.1.1/252,783358008,J01MA,S4,Tarivid 200 mg Tablets,Ofloxacin,200,mg,TAB,10,1,251.11,11.92,36.82,299.85,29.98,20 March 2014,,Originator,,,,
13244,683,Sanofi Aventis South Africa (Pty) Ltd,S/18/306,784052018,V03AF,S4,Uromixetan 400 mg Injection,Mesna,100,mg/ml,INJ,4,15,465.83,31.48,69.62,566.94,9.45,20 March 2014,,Originator,,,,
13245,683,Sanofi Aventis South Africa (Pty) Ltd,X/8.2/42,788767003,B01AB,S4,Clexane 40,Enoxaparin,40,mg/0.4ml,INJ,0.4,10,643.18,30.52,94.32,768.02,192,20 March 2014,,Originator,,,,
13246,683,Sanofi Aventis South Africa (Pty) Ltd,Z/20.1.1/7,789224003,J01DD,S4,Orelox 100,Cefpodoxime,100,mg,TAB,10,1,146.88,6.97,21.54,175.39,17.54,20 March 2014,,Originator,,,,
13247,683,Sanofi Aventis South Africa (Pty) Ltd,T/30.1/187,792004019,J07BD,S2,Trimovax,Live Attenuated Measles Virus (Schwarz Strain),1000,TCID50,INJ,0.5,1,112.72,9.04,17.05,138.8,277.6,20 March 2014,,Originator,,,,
13248,,,,,,,,live attenuated Mumps Virus (Urabe AM 9 strain) ,5000,TCID50,,,,,,,,,,,,,,,
13249,,,,,,,,live attenuated Rubella Virus (Wistar RA27/3M strain) ,1000,TCID50,,,,,,,,,,,,,,,
13250,683,Sanofi Aventis South Africa (Pty) Ltd,Z/20.1.1/336,793140005,J01MA,S4,Tarivid IV 200 mg,Ofloxacin,200,mg/100 ml,INJ,100,1,409.45,19.44,60.04,488.93,4.89,20 March 2014,,Originator,,,,
13251,683,Sanofi Aventis South Africa (Pty) Ltd,T/17.1/68,793280001,M03AC,S4,Norcuron,Vecuronium,4,mg,INJ,10,,497.75,15.39,71.84,584.98,58.5,20 March 2014,,,,,,
13252,683,Sanofi Aventis South Africa (Pty) Ltd,T/17.1/68,793280028,M03AC,S4,Norcuron,Vecuronium,4,mg,INJ,50,,2488.72,76.97,359.2,2924.89,58.5,20 March 2014,,,,,,
13253,683,Sanofi Aventis South Africa (Pty) Ltd,Z/11.4.3/34,793752019,A02BC,S4,Lanzor 30 mg,Lansoprazole,30,mg,CAP,14,1,196.16,9.31,28.77,234.24,16.73,20 March 2014,Discontinued,,,,,
13254,683,Sanofi Aventis South Africa (Pty) Ltd,Z/11.4.3/34,793752027,A2B2 ,S4,Lanzor 30 mg,Lansoprazole,30,mg,CAP,28,1,423.97,20.11,62.17,506.25,18.08,20 March 2014,,Originator,,,,
13255,683,Sanofi Aventis South Africa (Pty) Ltd,Y/6.2/44,800554019,C01BD,S4,Cordarone X 100,Amiodarone,100,mg,TAB,30,1,248.78,7.68,35.91,292.37,9.75,20 March 2014,,Originator,,,,
13256,683,Sanofi Aventis South Africa (Pty) Ltd,27/20.1.1/0564,805165002,J01DD,S4,Orelox Junior,Cefpodoxime,40,mg/5ml,SUS,50,1,87.27,4.15,12.8,104.22,2.08,20 March 2014,,,,,,
13257,683,Sanofi Aventis South Africa (Pty) Ltd,27/20.1.1/0564,805165010,J1D1 ,S4,Orelox Junior,Cefpodozime,40,mg/5ml,SUS,100,1,174.55,8.28,25.6,208.42,2.08,20 March 2014,,Originator,,,,
13258,683,Sanofi Aventis South Africa (Pty) Ltd,T/30.1/664,807214019,J07AE,S2,Imovax Meningo A+C,"Meningococcus, bivalent purified polysaccharides antigen",0.25,mg/0.5ml,VAC,1,,128.66,10.33,19.46,158.45,158.45,20 March 2014,,,,,,
13259,683,Sanofi Aventis South Africa (Pty) Ltd,Q/18.1/14,807796018,C03CA,S3,Arelix 3 mg Tablets,Piretanide,3,mg,TAB,30,1,79.32,2.46,11.45,93.23,3.11,20 March 2014,,Originator,,,,
13260,683,Sanofi Aventis South Africa (Pty) Ltd,Q/18.1/15,807818003,C03CA,S3,Arelix 6 mg Tablets,Piretanide,6,mg,TAB,30,1,143.8,4.44,20.75,169,5.63,20 March 2014,,Originator,,,,
13261,683,Sanofi Aventis South Africa (Pty) Ltd,28/2.5/0021,809594005,N03AG,S3,Sabril Tablets,Vigabatrin,500,mg,TAB,100,1,1103.19,52.35,161.78,1317.32,13.17,20 March 2014,,Originator,,,,
13262,683,Sanofi Aventis South Africa (Pty) Ltd,Z/21.8.2/294,810215004,G03DA,S4,Cyclogest 200 mg,Progesterone,200,mg,PVC,1,15,223.11,10.6,32.72,266.43,17.76,20 March 2014,,Generic,,,,
13263,683,Sanofi Aventis South Africa (Pty) Ltd,28/30.1/0618,813206006,J07AG,S2,ActHIB,"Hemophilus influenzae B, combinations with toxoids",10,mcg,VAC,1,,95.68,7.68,14.47,117.84,117.84,20 March 2014,,,,,,
13264,683,Sanofi Aventis South Africa (Pty) Ltd,T/30.1/674,813338019,J07BB,S2,Vaxigrip ® - Adult,A/ (H3N2)  ,15,mcg,INJ,0.5,10,470.02,37.6,71.07,578.69,115.73,21 May 2014,,Generic,,,,
13265,,,,,,,,A/ (H1N1),15,mcg,,,,,,,,,,,,,,,
13266,,,,,,,,B/,15,mcg,,,,,,,,,,,,,,,
13267,683,Sanofi Aventis South Africa (Pty) Ltd,29/26/0480,814741002,L01CD,S4,Taxotere 80 mg,Docetaxel,80,mg/8ml,INJ,8,1,7625.4,515.35,1139.71,9280.46,1160.06,20 March 2014,,Originator,,,,
13268,683,Sanofi Aventis South Africa (Pty) Ltd,29/26/0479,814768008,L01CD,S4,Taxotere  20 mg,Docetaxel Anhydrous,20,mg/2ml,INJ,2,1,2073.66,140.14,309.93,2523.73,1261.86,20 March 2014,,Originator ,,,,
13269,683,Sanofi Aventis South Africa (Pty) Ltd,V/30.1/220,814970001,J07BG,S2,Verorab,"Rabies, inactivated, whole virus",2.5,UI/0.5ml,VAC,0.5,1,263.68,21.15,39.88,324.71,649.43,20 March 2014,,,,,,
13270,,,,,,,,Diphenhydramine,200,ZZZ,,,,,,,,,,,,,,,
13271,,,,,,,,"Rabies, inactivated, whole virus",1,ZZZ,,,,,,,,,,,,,,,
13272,683,Sanofi Aventis South Africa (Pty) Ltd,27/30.1/0532,814989004,J07BL,S2,Stamaril,"Yellow Fever, Live Attenuated yellow fever virus",1000,LD50/0.5ml,VAC,0.5,1,198.99,15.98,30.1,245.07,490.14,20 March 2014,,,,,,
13273,683,Sanofi Aventis South Africa (Pty) Ltd,27/6.2/0467,818259019,C01EB,S4,Adenocor,Adenosine,6,mg/2ml,INJ,2,6,760.12,23.51,109.71,893.34,74.44,20 March 2014,,Originator,,,,
13274,683,Sanofi Aventis South Africa (Pty) Ltd,27/2.5/0322,818666005,N03AG,S3,Epilim CR 200,Valproic Acid,200,mg,TAB,100,1,288.93,8.94,41.7,339.57,3.4,20 March 2014,,Originator,,,,
13275,683,Sanofi Aventis South Africa (Pty) Ltd,Y/2.5/286,818674008,N03AG,S3,Epilim CR 300,Valproic Acid,300,mg,TAB,100,1,433.16,13.4,62.52,509.08,5.09,20 March 2014,,Originator,,,,
13276,683,Sanofi Aventis South Africa (Pty) Ltd,27/2.5/0323,818682019,N03AG,S3,Epilim CR 500,Valproic Acid,149.34,mg,TAB,100,1,716.92,22.19,103.48,842.59,8.43,20 March 2014,,Originator,,,,
13277,,,,,,,,Sodium vaproate,333,mg,,,,,,,,,,,,,,,
13278,683,Sanofi Aventis South Africa (Pty) Ltd,Y/2.5/43,821551019,N03AG,S3,Epilim Intravenous,Valproic Acid,400,mg/4ml,INJ,4,1,310.07,9.6,44.75,364.43,91.11,20 March 2014,,Originator,,,,
13279,683,Sanofi Aventis South Africa (Pty) Ltd,27/2.5/0500,821578006,N03AG,S3,Epilim 100  Crushable,Valproic Acid,100,mg,TAB,100,1,207.49,6.42,29.95,243.86,2.44,20 March 2014,,Originator,,,,
13280,683,Sanofi Aventis South Africa (Pty) Ltd,30/17.1/0192,821691007,M03AC,S4,Esmeron,Rocuronium bromide,50,mg/5ml,INJ,5,10,1095.46,33.88,158.11,1287.45,25.75,20 March 2014,,Originator,,,,
13281,683,Sanofi Aventis South Africa (Pty) Ltd,29/30.1/0091,822442019,J07AN,S2,Typhim VI,Purified Vi Capsular Polysaccharide Of Salmonella Typhi (Ty 2 Strain),25,mcg,INJ,0.5,1,164.01,13.15,24.8,201.97,403.93,20 March 2014,,Originator,,,,
13282,683,Sanofi Aventis South Africa (Pty) Ltd,27/30.1/0531,823678008,J07BF,S2,OPV-Mérieux ®,"Polioviruses Type 1, 2, 3",0.1,ml,DRP,1,1,22.44,1.8,3.39,27.63,27.63,10 December 2014,,Originator ,,,,
13283,683,Sanofi Aventis South Africa (Pty) Ltd,27/30.1/0531,823686019,J07BF,S2,OPV-Mérieux ®,"Polioviruses Type 1, 2, 3",0.1,ml,DRP,20,10,576.72,41.94,86.61,705.27,3.53,20 March 2014,,Originator ,,,,
13284,683,Sanofi Aventis South Africa (Pty) Ltd,30/34/0229,824100018,N07XX,S4,Rilutek 50 mg Tablets,Riluzole,50,mg,TAB,56,1,4244.51,201.42,622.43,5068.36,90.51,20 March 2014,,Originator,,,,
13285,683,Sanofi Aventis South Africa (Pty) Ltd,T/30.1/688,825522005,J07BD,S2,Rouvax,"Measles, Live Attenuated ",1000,tcid50/0.5ml,VAC,0.5,1,89.52,7.17,13.54,110.24,220.47,20 March 2014,,Originator,,,,
13286,683,Sanofi Aventis South Africa (Pty) Ltd,Z/20.1.1/61,826774008,J01XA,S4,Targocid  200,Teicoplanin,200,mg,INJ,10,2,1379.56,65.48,202.31,1647.35,82.37,20 March 2014,,Originator,,,,
13287,683,Sanofi Aventis South Africa (Pty) Ltd,31/11.4.3/0034,831425008,A02BC,S4,Lanzor 15 mg,Lansoprazole,15,mg,CAP,28,1,260.99,12.38,38.27,311.64,11.13,20 March 2014,,Originator,,,,
13288,683,Sanofi Aventis South Africa (Pty) Ltd,30/21.2/0060,831557001,A10BB,S3,Amaryl 1,Glimepiride,1,mg,TAB,30,1,78.8,3.75,11.56,94.11,3.14,20 March 2014,,Generic,,,,
13289,683,Sanofi Aventis South Africa (Pty) Ltd,30/21.2/0061,831565004,A10BB,S3,Amaryl 2,Glimepiride,2,mg,TAB,30,1,149.74,7.1,21.96,178.79,5.96,20 March 2014,,Generic,,,,
13290,683,Sanofi Aventis South Africa (Pty) Ltd,30/21.2/0063,831573007,A10BB,S3,Amaryl 4,Glimepiride,4,mg,TAB,30,1,276.83,13.14,40.6,330.56,11.02,20 March 2014,,Generic,,,,
13291,683,Sanofi Aventis South Africa (Pty) Ltd,29/30.1/0637,832693006,J07AM,S2,Tetavax,Tetanus Toxoid,40,IU,VAC,0.5,1,51.4,4.13,7.77,63.3,126.59,20 March 2014,,,,,,
13292,683,Sanofi Aventis South Africa (Pty) Ltd,30/30.1/0023,834203006,J07CA,S2,CombActHIB,"Hemophilus influenzae B, combinations with toxoids",10,mcg,VAC,1,,136.43,10.95,20.63,168.01,168.01,20 March 2014,,,,,,
13293,,,,,,,,"Hemophilus influenzae B, combinations with toxoids",10,mcg,,,,,,,,,,,,,,,
13294,,,,,,,,"Pertussis, inactivated, whole cell",40,mcg,,,,,,,,,,,,,,,
13295,,,,,,,,Tetanus toxoid,60,mcg,,,,,,,,,,,,,,,
13296,683,Sanofi Aventis South Africa (Pty) Ltd,T/30.1/674,836591003,J07BB,S2,Vaxigrip ® - Paed,A/ (H3N2)  ,7.5,mcg,INJ,0.5,1,33.54,2.69,5.07,41.31,82.61,20 March 2014,,Originator,,,,
13297,,,,,,,,A/ (H1N1),15,mcg,,,,,,,,,,,,,,,
13298,,,,,,,,B/,15,mcg,,,,,,,,,,,,,,,
13299,683,Sanofi Aventis South Africa (Pty) Ltd,30/30.1/0517,836699009,J07AH,S2,Imovax Pneumo 23,Purified Polysaccharides of Streptococcus pneumoniae,100,mcg,VAC,0.5,1,87.95,7.07,13.3,108.32,216.64,20 March 2014,,,,,,
13300,683,Sanofi Aventis South Africa (Pty) Ltd,31/30.4/0075,837164002,L03AA,S4,Granocyte 34,Lenograstim,33.6,miu,VIA,1,,506.16,34.26,75.66,616.08,616.08,20 March 2014,,,,,,
13301,683,Sanofi Aventis South Africa (Pty) Ltd,29/2.2/0651,837180007,R01AC,S5,Stilnox,Zolpidem,10,mg,TAB,30,1,192.07,5.94,27.72,225.73,7.52,20 March 2014,,Originator,,,,
13302,683,Sanofi Aventis South Africa (Pty) Ltd,29/20.1.1/0776,837199018,J01DE,S4,Cefrom 1 g Injection,Cefpirome,1,g,INJ,1,,145.32,6.9,21.31,173.53,173.53,20 March 2014,Discontinued,,,,,
13303,683,Sanofi Aventis South Africa (Pty) Ltd,31/7.1.3/0633,837814006,C09CA,S3,Approvel 150 mg,Irbesartan,150,mg,TAB,28,1,205.66,6.36,29.68,241.7,8.63,20 March 2014,,Originator,,,,
13304,683,Sanofi Aventis South Africa (Pty) Ltd,31/7.1.3/0634,837822009,C09CA,S3,Approvel 300 mg,Irbesartan,300,mg,TAB,28,1,201.35,6.22,29.06,236.64,8.45,20 March 2014,,Originator,,,,
13305,683,Sanofi Aventis South Africa (Pty) Ltd,31/30.1/0216,838853005,J07BB,S2,Mutagrip,A/ (H3N2)  ,15,mcg,PFS,1,,45.37,3.63,6.86,55.86,55.86,20 March 2014,,,,,,
13306,,,,,,,,A/ (H1N1),15,mcg,,,,,,,,,,,,,,,
13307,,,,,,,,B/,15,mcg,,,,,,,,,,,,,,,
13308,683,Sanofi Aventis South Africa (Pty) Ltd,N/18.1/6,839515006,C03CA,S3,Lasix Oral Solution,Furosemide,10,mg/ml,SOL,100,1,212.1,10.07,31.1,253.27,2.53,20 March 2014,,Originator,,,,
13309,683,Sanofi Aventis South Africa (Pty) Ltd,27/30.1/0531,841307016,J07BF,S2,OPV-Mérieux ®,"Polioviruses Type 1, 2, 3",0.1,ml,DRP,10,10,286.32,23.02,43.31,352.64,3.53,20 March 2014, ,Originator,,,,
13310,683,Sanofi Aventis South Africa (Pty) Ltd,31/7.1.3/0665,841579008,C09AA,S3,Tritace 1.25 mg Tablets,Ramipril,1.25,mg,TAB,30,1,120,5.7,17.6,143.3,4.78,20 March 2014,Discontinued,,,,,
